age,months_on_file,annual_income,monthly_income,total_credit_limit,current_balance,num_open_accounts,num_closed_accounts,credit_utilization,avg_payment_delay_days,num_delinquencies_12m,num_hard_inquiries_6m,num_soft_inquiries_6m,home_value_estimate,loan_amount_existing,loan_count_existing,employment_years,dependents,education_score,savings_balance,checking_balance,debt_to_income,rent_or_mortgage,late_fee_paid_12m,last_payment_days_ago,max_past_due,avg_monthly_spend,card_tenure_months,credit_age_months,pct_high_balance_accounts,pct_on_time_payments,chargeoff_history_count,revolving_balance,installment_balance,utilization_3m_avg,utilization_12m_avg,merchant_category_diversity,income_volatility_index,region,employment_type,marital_status,residence_type,device_type,kyc_level,has_mobile_wallet,primary_bank,industry,card_type,default_flag,risk_score
38.48389560721271,60.13069820754564,1608.520602758123,134.04338356317692,160.64385957052258,25.287924471128324,2.0,0,0.1574160664387358,0.4176162722973644,0,0,0,2783.506102188566,397.4825124182886,0.0,1.9961907519563096,0,0.4830603393736976,68.40469281323081,105.49646605119679,0.26283184446906954,42.407952601871855,0,2.913338780083698,13.59610471885838,108.76629976825683,20.37932398404266,29.480923704511767,0.11507951512381807,0.5608155234326248,0,11.111324349551778,176.02380470084134,0.137809346707978,0.13166543449889195,4.0,0.09772738645928986,Tashkent,salaried,widowed,own,android,basic,yes,Ipoteka,services,credit,0,224
49.601710399872765,101.80138576221064,82249.76066610753,6854.1467221756275,57715.606072739676,38215.48348829865,9.0,3,0.6621343184048906,7.926312307348228,2,2,3,157691.37174112338,48360.9095698816,3.0,20.300522602385715,2,0.8622676251014896,27103.449386048123,5411.331138672822,1.052603586406004,1557.8786612165545,3,30.20669501572295,1249.3440509568256,8719.265168458134,156.53873498718008,256.1591983012638,0.5906091543880398,0.9067414517326198,1,29789.83895221039,7286.953204805407,0.6978040709416106,0.7066983270891732,21.0,0.9670883026800794,Andijan,student,married,family,android,enhanced,no,UZCARD,services,credit,1,896
45.995638755295104,91.05375460285717,30567.582207081006,2547.2985172567505,14314.99072732466,8174.391541966143,8.0,2,0.5710371524281009,5.740913866160015,1,1,2,40554.57563729342,19583.055106770258,3.0,11.718834354787598,1,0.7500079435952498,3364.350616261336,3309.58326777748,0.9080681115271971,547.1331599361713,2,17.432443559555924,273.44089564743905,2513.0533859629245,117.63717552047137,189.84815913369692,0.46246382757416,0.8390540114135847,1,5583.882218461374,3260.544018014363,0.5698355277687065,0.5560028056567748,17.0,0.7530708123015851,Kashkadarya,student,single,own,android,basic,yes,Ipoteka,construction,credit,0,807
52.479830410776685,113.90107542543355,243116.5573922972,20259.713116024766,340627.58311729215,274741.76624875335,10.0,5,0.8065752154726367,11.512413932591441,3,3,5,520395.1105034255,354734.9215092689,4.0,24.204166417373937,4,0.9523982256529541,197628.259324145,44636.02078280341,2.5891971098549553,3826.3160818347183,4,40.36039702489357,8574.910901492482,37128.167407349065,169.41204071922942,281.3968123200684,0.7407706064402001,0.9545707009104726,2,234395.9631017664,23940.469400442144,0.8850478660704135,0.8975224106906613,24.0,1.2365855771837335,Bukhara,self_employed,widowed,dorm,ios,enhanced,yes,UZCARD,services,prepaid,1,931
41.95629514446729,81.02823600431843,14695.400359005951,1224.6166965838293,2272.9758731251673,805.9349384101216,5.0,0,0.35457258827038185,2.3087560501060183,1,1,1,17906.32873051444,5544.971892120826,1.0,8.574139858872043,1,0.6349434094600562,793.1804544072448,564.347560349478,0.43216970449116404,149.84712841037333,0,10.310484578017384,124.04957418896996,723.604215419865,88.62207915137326,126.26340741313874,0.3457368484044386,0.7046858944667267,0,485.1425342883919,1588.1933927829584,0.3307472216498569,0.3333039986230922,9.0,0.48328800960648616,Namangan,retired,widowed,own,feature_phone,basic,no,Qishloq,retail,credit,1,670
49.7631278401241,102.91548907722031,124108.85926108772,10342.404938423977,77410.6403155699,52322.97165057719,10.0,3,0.6759144665032989,9.602186733793513,2,3,4,190564.85397187326,99518.37958026219,3.0,19.918100908421188,3,0.8831827490589204,25290.71171823713,23730.97539010625,1.2234529600454294,1791.1100616800927,3,29.172301521540994,2136.524726427738,7186.530114699368,163.1511274637258,262.9708622255829,0.6570569225043537,0.9050028993183211,1,41527.878592343775,11217.223146535192,0.7288129938802874,0.7352251824659409,22.0,1.1252486692288688,Bukhara,unemployed,widowed,own,feature_phone,basic,yes,Ipoteka,services,credit,0,870
39.2759346581978,69.18920751556244,4265.446103111478,355.4538419259565,492.0490897040585,104.57013584662182,3.0,0,0.21251972218770943,0.842945854851898,0,0,0,5096.234007180877,727.3251882994892,1.0,3.3223637010449196,0,0.5147797522058641,160.53119013809098,95.83317553304957,0.19503125910775795,65.72578198177207,0,4.2440322180848815,27.549140731430168,196.5542592325883,30.289245782633046,49.702309778607734,0.15069584343855857,0.5812953594523596,0,49.19897317321257,268.5954258404713,0.1895018310967953,0.18084267366021878,6.0,0.20031766149453417,Bukhara,retired,widowed,own,android,basic,yes,Agro,construction,prepaid,1,247
43.060102855555336,83.16861773022153,14565.948573870397,1213.829047822533,4382.973387639571,1894.5460939821344,5.0,1,0.43225133406580707,3.9003338145360775,1,0,2,23066.63032637411,4664.220791877131,1.0,10.5593089020387,1,0.7119017848559357,1398.131521071205,1806.8864834644564,0.450280793770268,313.5166152916483,1,11.432319241519492,190.95848219551843,697.8606000408663,86.91925823713083,129.26763900149686,0.37976657727246804,0.7565174513790167,0,1040.4408274251284,1087.2773342815397,0.42417181751243,0.39528894031091844,12.0,0.7526511497455131,Karakalpakstan,unemployed,divorced,family,feature_phone,basic,yes,Qishloq,health,debit,0,429
38.41961647172187,70.90815643706831,2085.6837980486816,173.80698317072347,307.6894155824618,47.64471637172254,3.0,0,0.15484678366829813,0.7932949752038219,0,0,0,3868.253237783185,445.56518059882524,0.0,5.339464655051125,0,0.49242023020240144,142.4484232222272,89.581913096148,0.236473955175748,54.701165948178954,0,6.757929133456685,12.67333315799859,116.64363907660989,20.694065468176206,47.583666724615334,0.17500100099610916,0.5754765512690703,0,22.08087153895169,192.39963194299452,0.13760018823298042,0.13180896603489625,3.0,0.2190817988509952,Surxondaryo,student,divorced,own,android,basic,no,UZCARD,transport,credit,1,355
45.463536195356035,91.93284179063532,28111.42412769593,2342.618677307994,12222.389559469297,7272.6164039178475,7.0,2,0.5950241046181831,5.716753627321465,1,1,2,39455.66117743931,17077.59733446854,2.0,15.196190212858946,2,0.8332622731888082,8208.249767360281,3767.414205555548,0.866203491782406,446.64409863391523,2,19.849509637912206,421.00587784025817,2182.036683939156,129.01913501136954,207.50184412748334,0.41920053271436186,0.8438749279657414,1,4787.741236699636,2114.4611905394213,0.5813309035894111,0.5739924485154652,18.0,0.7761311643110146,Andijan,salaried,single,own,feature_phone,standard,no,Kapital,health,prepaid,1,792
